Alert Bay 1A (B.C.),R,411,,451,,146,
Alexander (Man.),RM,2780,,2537,Adjusted figure due to boundary change.,3776,
Alexander 134 (Alta.),R,839,,709,,198,
Alexandria 1 (B.C.),R,10,,8,,2,
Alexandria 1A (B.C.),R,0,,0,,0,
Alexandria 3 (B.C.),R,0,,5,,0,
Alexandria 3A (B.C.),R,26,,4,,12,
Alexis 133 (Alta.),R,809,,765,,164,
Alexis 9 (B.C.),R,15,,11,,6,
Alexis Creek 6 (B.C.),R,0,,0,,1,
Alexis Creek 14 (B.C.),R,0,,8,,0,
Alexis Creek 16 (B.C.),R,0,,0,,0,
Alexis Creek 17 (B.C.),R,0,,0,,0,
Alexis Creek 21 (B.C.),R,0,,2,,1,
Alexis Creek 24 (B.C.),R,0,,0,,0,
Alexis Creek 25 (B.C.),R,0,,0,,0,
Alexis Creek 34 (B.C.),R,0,,2,,0,
Alfred and Plantagenet (Ont.),TP,8593,,8315,Adjusted figure due to boundary change.,3330,
"Algoma, Unorganized, North Part (Ont.)",UNO,6114,,6161,Adjusted figure due to boundary change.,6353,
"Algoma, Unorganized, South East Part (Ont.)",UNO,0,,0,,25,
Alice Beach (Sask.),RV,55,,34,,108,
Alida (Sask.),VL,117,,158,,68,
Alix (Alta.),VL,825,,765,,371,
Alkali Lake 1 (B.C.),R,396,,350,,114,
Alkali Lake 4A (B.C.),R,5,,0,Adjusted figure due to boundary change.,2,
Allan (Sask.),T,679,,702,,282,
Allardville (N.B.),PAR,2450,,2742,,934,
Alleyn-et-Cawood (Que.),CU,179,,185,,236,
Alliance (Alta.),VL,171,,220,,93,
Allison Bay 219 (Alta.),R,111,,0,,33,
Alma (N.B.),VL,290,,312,,207,
Alma (N.B.),PAR,5,,8,,2,
Alma (Que.),V,25918,,26121,Adjusted figure due to boundary change.,10774,
Alnwick (N.B.),PAR,6566,,6884,,2610,
Alnwick/Haldimand (Ont.),TP,5846,,5528,Adjusted figure due to boundary change.,2495,
Alonsa (Man.),RM,1641,,1769,,747,
Alsask (Sask.),VL,178,,237,,159,
Altona (Man.),T,3434,,3318,Adjusted figure due to boundary change.,1511,
Alvena (Sask.),VL,86,,79,,51,
Amaranth (Ont.),TP,3770,,3450,,1234,
Amherst (N.S.),T,9470,,9669,,4226,
Amherst (Que.),CT,1214,,1169,Adjusted figure due to boundary change.,1330,
Amherstburg (Ont.),T,20339,,19273,Adjusted figure due to boundary change.,7667,
Amisk (Alta.),VL,181,,214,,91,
Amos (Que.),V,13044,,13632,,5536,
Amqui (Que.),V,6473,,6800,,2811,
Anacla 12 (B.C.),R,84,,91,,35,
Anahim's Flat 1 (B.C.),R,386,,0,Incompletely enumerated Indian reserve or Indian settlement.,122,
Anahim's Meadow 2 (B.C.),R,15,,0,Incompletely enumerated Indian reserve or Indian settlement.,10,
Anahim's Meadow 2A (B.C.),R,0,,0,Incompletely enumerated Indian reserve or Indian settlement.,0,
Anchor Point (Nfld.Lab.),T,320,,350,,123,
Andover (N.B.),PAR,1003,,1104,,414,
Andrew (Alta.),VL,485,,484,,269,
Andy Cahoose Meadow 16 (B.C.),R,0,,0,,1,
Aneroid (Sask.),VL,56,,81,,38,
Ange-Gardien (Que.),M,1994,,1911,Adjusted figure due to boundary change.,740,
Angliers (Que.),VL,331,,306,,233,
Anjou (Que.),V,38015,,37308,,17639,
Anmore (B.C.),VL,1344,,961,,463,
Annaheim (Sask.),VL,217,,214,,97,
Annapolis Royal (N.S.),T,550,,583,,310,
"Annapolis, Subd. A (N.S.)",SCM,6576,,6710,,3127,
"Annapolis, Subd. B (N.S.)",SCM,3789,,4038,,1750,
"Annapolis, Subd. C (N.S.)",SCM,5085,,5165,,2283,
"Annapolis, Subd. D (N.S.)",SCM,2979,,3024,,1532,
Antelope Park No. 322 (Sask.),RM,172,,179,,71,
Antigonish (N.S.),T,4754,,4860,,2354,
"Antigonish, Subd. A (N.S.)",SCM,7702,,7557,,3395,
"Antigonish, Subd. B (N.S.)",SCM,6819,,6854,,2531,
Antler (Sask.),VL,45,,64,,23,
Antler No. 61 (Sask.),RM,582,,664,,209,
Appleton (Nfld.Lab.),T,576,,572,,227,
Apsagayu 1A (B.C.),R,0,,0,,0,
Aquadeo (Sask.),RV,62,,53,,375,
Aquaforte (Nfld.Lab.),T,133,,172,,77,
Arborfield (Sask.),T,411,,437,,159,
Arborfield No. 456 (Sask.),RM,484,,498,,182,
Arborg (Man.),T,959,,1012,,443,
Archerwill (Sask.),VL,215,,254,,110,
Archie (Man.),RM,378,,441,,165,
Arcola (Sask.),T,532,,517,,252,
Arctic Bay (Nvt.),HAM,646,,639,,170,
Arelee (Sask.),VL,15,,19,,8,
Argentia Beach (Alta.),SV,24,,4,,110,
Argyle (N.S.),MD,8688,,8947,,3751,
Argyle (Man.),RM,1145,,1220,,504,
Argyle No. 1 (Sask.),RM,272,,301,,121,
Arlington No. 79 (Sask.),RM,336,,335,,96,
Arm River No. 252 (Sask.),RM,271,,304,,117,
Armagh (Que.),M,1603,,1604,,781,
Armour (Ont.),TP,1326,,1464,,1083,
Armstrong (Ont.),TP,1223,,1398,,490,
Armstrong (Man.),RM,1905,,1866,,947,
Armstrong (B.C.),C,4256,,3906,,1765,
Arnold's Cove (Nfld.Lab.),T,1024,,1115,,398,
Arnprior (Ont.),T,7192,,7113,,3114,
Arntfield (Que.),M,471,,433,,217,
Aroland 83 (Ont.),R,346,,271,,105,
Aroostook (N.B.),VL,380,,397,,169,
Arran (Sask.),VL,55,,53,,39,
Arran-Elderslie (Ont.),TP,6577,,6851,Adjusted figure due to boundary change.,2705,
Arrowwood (Alta.),VL,196,,163,,81,
Arthur (Man.),RM,480,,528,,198,
Arundel (Que.),CT,555,,533,,377,
Arviat (Nvt.),HAM,1899,,1559,,456,
Asbestos (Que.),V,6580,,6793,Adjusted figure due to boundary change.,3375,
Ascot (Que.),M,6908,,6828,Adjusted figure due to boundary change.,3442,
Ascot Corner (Que.),M,2342,,2280,,899,
Ashcroft (B.C.),VL,1788,,1858,,853,
Ashcroft 4 (B.C.),R,77,,67,,28,
Ashfield-Colborne-Wawanosh (Ont.),TP,5411,,5477,Adjusted figure due to boundary change.,2891,
Ashnola 10 (B.C.),R,62,,39,,20,
Asphodel-Norwood (Ont.),TP,3985,,4080,Adjusted figure due to boundary change.,1573,
Asquith (Sask.),T,574,,533,,220,
Assiginack (Ont.),TP,931,,926,,707,
Assiniboia (Sask.),T,2483,,2653,,1255,
Assiniboine 76 (Sask.),R,646,,636,,195,
Aston-Jonction (Que.),M,414,,433,Adjusted figure due to boundary change.,166,
Athabasca (Alta.),T,2415,,2313,,1036,
Athabasca County No. 12 (Alta.),CM,7485,,7415,,3494,
Athens (Ont.),TP,3053,,3040,Adjusted figure due to boundary change.,1296,
Atholville (N.B.),VL,1381,,1376,,570,
Atikokan (Ont.),TP,3632,,4043,,1621,
Attawapiskat 91A (Ont.),R,1293,,1258,,324,
Atwater (Sask.),VL,30,,35,,14,
Aubert-Gallion (Que.),M,2444,,2209,,881,
Auclair (Que.),M,520,,546,,235,
Audet (Que.),M,733,,732,,271,
Augusta (Ont.),TP,7635,,7626,,2851,
Aumond (Que.),CT,640,,592,,353,
Aupaluk (Que.),VN,159,,159,,48,
Aupaluk (Que.),TI,0,,0,,0,
Aupe 6 (B.C.),R,0,,0,,0,
Aupe 6A (B.C.),R,0,,0,,0,
Aurora (Ont.),T,40167,,34857,,13412,
Austin (Que.),M,1201,,1083,,1086,
Authier (Que.),M,318,,324,,134,
Authier-Nord (Que.),M,337,,374,,157,
Auvergne No. 76 (Sask.),RM,355,,430,,118,
Avondale (Nfld.Lab.),T,701,,765,,321,
Avonlea (Sask.),VL,412,,402,,180,
Ayer's Cliff (Que.),VL,1102,,986,,538,
Aylesbury (Sask.),VL,50,,59,,27,
Aylmer (Que.),V,36085,,34901,,13331,
Aylmer (Ont.),T,7126,,7022,Adjusted figure due to boundary change.,2739,
Aylsham (Sask.),VL,106,,91,,51,
Aywawwis 15 (B.C.),R,0,,0,,2,
Babine 6 (B.C.),R,77,,128,,36,
Babine 17 (B.C.),R,157,,121,,51,
Babine 25 (B.C.),R,86,,116,,42,
Badger (Nfld.Lab.),T,906,,997,,342,
Baezaeko River 25 (B.C.),R,0,,0,,0,
Baezaeko River 26 (B.C.),R,0,,0,,0,
"Baffin, Unorganized (Nvt.)",UNO,75,,270,,0,
Baie Verte (Nfld.Lab.),T,1492,,1708,,587,
Baie-Atibenne (Que.),UNO,0,,0,,0,
Baie-Comeau (Que.),V,23079,,25554,,10254,
Baie-de-la-Bouteille (Que.),UNO,5,,7,Adjusted figure due to boundary change.,2,
Baie-des-Chaloupes (Que.),UNO,0,,0,,0,
Baie-des-Sables (Que.),M,654,,657,,321,
Baie-d'Hudson (Que.),UNO,0,,0,,0,
Baie-du-Febvre (Que.),M,1135,,1196,,511,
Baie-d'Urfé (Que.),V,3813,,3774,,1365,
Baie-James (Que.),M,1422,,1978,,742,
Baie-Johan-Beetz (Que.),M,89,,85,,47,
Baie-Obaoca (Que.),UNO,0,,0,,0,
Baie-Sainte-Catherine (Que.),M,273,,295,,122,
Baie-Saint-Paul (Que.),V,7290,,7366,Adjusted figure due to boundary change.,3120,
Baie-Trinité (Que.),VL,604,,646,,362,
Baildon No. 131 (Sask.),RM,631,,694,,225,
Baine Harbour (Nfld.Lab.),T,148,,170,,73,
Baker Brook (N.B.),PAR,322,,357,,137,
Baker Brook (N.B.),VL,599,,629,,232,
Baker Lake (Nvt.),HAM,1507,,1385,,464,
Balcarres (Sask.),T,622,,661,,275,
Baldwin (Ont.),TP,624,,694,,347,
Balgonie (Sask.),T,1239,,1132,,426,
Balmoral (N.B.),PAR,605,,780,,217,
Balmoral (N.B.),VL,1836,,1975,,679,
Bancroft (Ont.),T,4089,,4080,Adjusted figure due to boundary change.,1915,
Banff (Alta.),T,7135,,6098,,3233,
Bangor (Sask.),VL,48,,57,,18,
Baptiste Meadow 2 (B.C.),R,5,,0,,1,
Baptiste Smith 1A (B.C.),R,0,,0,,0,
Baptiste Smith 1B (B.C.),R,53,,51,,10,
Barkmere (Que.),V,44,,53,,196,
Barnston Island 3 (B.C.),R,46,,37,,15,
Barnston-Ouest (Que.),M,600,,598,,255,
Barnwell (Alta.),VL,548,,553,Adjusted figure due to boundary change.,166,
Barons (Alta.),VL,284,,285,,132,
Barraute (Que.),M,2010,,2134,,901,
Barrhead (Alta.),T,4213,,4239,,1757,
Barrhead County No. 11 (Alta.),CM,5768,,5870,,2420,
Barrie (Ont.),C,103710,,79191,,38191,
Barrie Island (Ont.),TP,50,,60,,87,
Barrier Valley No. 397 (Sask.),RM,630,,615,,334,
Barrington (N.S.),MD,7648,,7883,,3429,
Bas-Caraquet (N.B.),VL,1689,,1775,,702,
Bashaw (Alta.),T,825,,774,,384,
Basque 18 (B.C.),R,0,,0,,1,
Bassano (Alta.),T,1320,,1272,,536,
Bath (N.B.),VL,592,,629,,247,
Bathurst (N.B.),PAR,5494,,5785,,2163,
Bathurst (N.B.),C,12924,,13815,,6017,
Bathurst Burgess Sherbrooke (Ont.),TP,5440,,5180,Adjusted figure due to boundary change.,3431,
Bathurst Inlet (Nvt.),SET,5,,18,,20,
Batiscan (Que.),M,905,,891,,427,
Battle River No. 438 (Sask.),RM,1065,,1193,Adjusted figure due to boundary change.,429,
Battleford (Sask.),T,3820,,3936,,1466,
Bauline (Nfld.Lab.),T,364,,380,,132,
Bawlf (Alta.),VL,362,,351,,142,
Bay Bulls (Nfld.Lab.),T,1014,,1063,,385,
Bay de Verde (Nfld.Lab.),T,534,,594,,231,
Bay L'Argent (Nfld.Lab.),T,320,,377,,148,
Bay Roberts (Nfld.Lab.),T,5237,,5472,,2075,
Bayham (Ont.),TP,6375,,6234,Adjusted figure due to boundary change.,2338,
Bayne No. 371 (Sask.),RM,584,,615,,227,
Baytona (Nfld.Lab.),T,325,,363,,122,
Beachside (Nfld.Lab.),T,174,,239,,94,
Beaconsfield (Que.),V,19310,,19414,,6666,
Bear Island 1 (Ont.)  ¶,R,0,Incompletely enumerated Indian reserve or Indian settlement.,153,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.
Bear River (Part) 6 (N.S.),R,89,,77,,38,
Bear River (Part) 6 (N.S.),R,0,,0,,0,
Bear River 6B (N.S.),R,15,,10,,4,
Beardy's 97 and Okemasis 96 (Sask.),R,1089,,1213,,274,
Beardy's and Okemasis 96 and 97A (Sask.),R,5,,4,Adjusted figure due to boundary change.,2,
Beardy's and Okemasis 96 and 97B (Sask.),R,10,,7,Adjusted figure due to boundary change.,2,
Béarn (Que.),M,942,,973,,375,
Bearskin Lake (Ont.),R,363,,428,,145,
Beatty (Sask.),VL,79,,87,,32,
Beaubassin East (N.B.),RC,6246,,6077,,2958,
Beauceville (Que.),V,6261,,6371,Adjusted figure due to boundary change.,2593,
Beauharnois (Que.),V,6387,,6435,,2860,
Beaulac-Garthby (Que.),M,816,,796,Adjusted figure due to boundary change.,670,
Beaumont (Que.),M,2153,,2067,,894,
Beaumont (Alta.),T,7006,,5838,Adjusted figure due to boundary change.,2101,
Beauport (Que.),V,72813,,72920,,29122,
Beaupré (Que.),V,2761,,2799,,1775,
Beausejour (Man.),T,2772,,2712,,1286,
Beauval (Sask.),NV,843,,785,,278,
Beaux-Rivages (Que.),M,1192,,1104,,755,
Beaver County (Alta.),CM,5644,,5659,,2094,
Beaver Creek (Y.T.),SET,88,,131,,58,
Beaver Flat (Sask.),RV,34,,27,,89,
Beaver Lake 131 (Alta.),R,390,,306,,94,
Beaver Ranch 163 (Alta.),R,18,,21,,9,
Beaver River No. 622 (Sask.),RM,1099,,1090,,520,
Beaverlodge (Alta.),T,2110,,1997,,865,
Bécancour (Que.),V,11051,,11489,,4690,
Becher Bay 1 (B.C.),R,159,,93,,116,
Beckwith (Ont.),TP,6046,,5462,Adjusted figure due to boundary change.,2490,
Bedeque (P.E.I.),COM,154,,148,,61,
Bedford (Que.),V,2667,,2748,,1258,
Bedford (Que.),CT,813,,799,,278,
Beechy (Sask.),VL,295,,281,,161,
Bégin (Que.),M,924,,920,,490,
Beiseker (Alta.),VL,838,,708,,315,
Belcarra (B.C.),VL,682,,665,,293,
Belcourt (Que.),M,272,,285,,127,
Bella Bella 1 (B.C.),R,1253,,1211,,414,
Bella Coola 1 (B.C.),R,909,,873,,271,
Bellburns (Nfld.Lab.),T,80,,114,,45,
Belle Plaine (Sask.),VL,70,,64,,27,
Bellecombe (Que.),M,731,,755,,291,
Belledune (N.B.),VL,1923,,2060,,909,
Bellefeuille (Que.),V,14066,,12803,,5327,
Belleoram (Nfld.Lab.),T,484,,564,,173,
Belle-Rivière (Que.),UNO,0,,0,,0,
Belleterre (Que.),V,381,,395,,211,
Belleville (Ont.),C,45986,,46195,Adjusted figure due to boundary change.,20239,
Beloeil (Que.),V,19053,,19294,,7254,
Bengough (Sask.),T,401,,488,,247,
Bengough No. 40 (Sask.),RM,382,,405,,146,
Benito (Man.),VL,415,,460,,224,
Benson (Sask.),VL,95,,89,,31,
Benson No. 35 (Sask.),RM,387,,435,,156,
Bentley (Alta.),T,1035,,993,Adjusted figure due to boundary change.,426,
Berens River 13 (Man.),R,625,,790,,128,
Beresford (N.B.),PAR,6622,,6830,,2568,
Beresford (N.B.),T,4414,,4720,,1857,
Berry (Que.),M,489,,501,,194,
Berthier-sur-Mer (Que.),P,1307,,1227,,678,
Berthierville (Que.),V,3939,,3952,,1775,
Bertrand (N.B.),VL,1269,,1379,,634,
Berwick (N.S.),T,2282,,2195,,937,
Berwyn (Alta.),VL,546,,606,,235,
Béthanie (Que.),M,338,,354,,135,
Bethune (Sask.),VL,380,,375,,153,
Betsiamites 3 (Que.),R,2288,,2042,,587,
Betty Creek 18 (B.C.),R,0,,1,,0,
Betula Beach (Alta.),SV,10,,6,,36,
Bide Arm (Nfld.Lab.),T,206,,269,,81,
Biencourt (Que.),M,619,,675,,299,
Bienfait (Sask.),T,786,,826,,328,
Bifrost (Man.),RM,2967,,2851,,1272,
Big Arm No. 251 (Sask.),RM,250,,299,,126,
Big Grassy River 35G (Ont.),R,176,,165,,60,
Big Head 124 (Sask.)  ¶,R,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.,0,Incompletely enumerated Indian reserve or Indian settlement.
Big Hole Tract 8 (South Half) (N.B.),R,61,,40,,34,
Big Horn 144A (Alta.),R,192,,124,,41,
Big Island Mainland 93 (Ont.),R,85,,9,,35,
Big Lakes (Alta.),MD,5845,,5830,,2183,
Big Quill No. 308 (Sask.),RM,711,,744,Adjusted figure due to boundary change.,275,
Big River (Sask.),T,741,,826,,342,
Big River 118 (Sask.),R,1225,,1023,,271,
Big River No. 555 (Sask.),RM,883,,872,,460,
Big Shell (Sask.),RV,16,,7,,108,
Big Stick No. 141 (Sask.),RM,196,,215,,76,
Big Valley (Alta.),VL,340,,308,,173,
Biggar (Sask.),T,2243,,2351,,1065,
Biggar No. 347 (Sask.),RM,1032,,1022,,300,
Bighorn No. 8 (Alta.),MD,1298,,1269,,758,
Bihl' k'a 18 (B.C.),R,0,,0,,0,
Bihlk'a 6 (B.C.),R,0,,0,,0,
Billings (Ont.),TP,551,,538,,613,
Binche 2 (Pinchie 2) (B.C.),R,115,,101,,42,
Binscarth (Man.),VL,445,,463,,218,
Birch Cove (Alta.),SV,50,,23,,61,
Birch Hills (Sask.),T,957,,945,,420,
Birch Hills County (Alta.),MD,1644,,1682,Adjusted figure due to boundary change.,636,
Birch Hills No. 460 (Sask.),RM,782,,775,,302,
Birchcliff (Alta.),SV,105,,104,Adjusted figure due to boundary change.,207,
Birchy Bay (Nfld.Lab.),T,612,,735,,251,
Bird Cove (Nfld.Lab.),T,274,,333,,99,
Bird's Point (Sask.),RV,66,,45,,161,
Birdtail Creek 57 (Man.),R,317,,306,,87,
Birsay (Sask.),VL,53,,58,,38,
Birtle (Man.),RM,749,,862,,335,
Birtle (Man.),T,715,,720,,352,
Biscay Bay (Nfld.Lab.),T,52,,66,,28,
Bishop's Cove (Nfld.Lab.),T,310,,282,,133,
Bishop's Falls (Nfld.Lab.),T,3688,,4048,,1390,
Bittern Lake (Alta.),VL,221,,193,,81,
Bjorkdale (Sask.),VL,229,,262,,108,
Bjorkdale No. 426 (Sask.),RM,1041,,1111,,1081,
Black Diamond (Alta.),T,1866,,1811,,698,
Black Lake (Que.),V,4109,,4408,,1793,
Black River 9 (Man.),R,389,,340,,114,
Black River-Matheson (Ont.),TP,2912,,3222,Adjusted figure due to boundary change.,1489,
Blackfalds (Alta.),T,3042,,2001,,1119,
Blacks Harbour (N.B.),VL,1082,,1148,,436,
Blackville (N.B.),PAR,2421,,2620,,854,
Blackville (N.B.),VL,1015,,957,,398,
Blackwater Meadow 11 (B.C.),R,0,,2,,0,
Bladworth (Sask.),VL,67,,76,,40,
Blaine Lake (Sask.),T,508,,516,,325,
Blaine Lake No. 434 (Sask.),RM,325,,374,,173,
Blainville (Que.),V,36029,,29603,,12783,
Blanc-Sablon (Que.),M,1201,,1248,,454,
Blandford-Blenheim (Ont.),TP,7630,,7409,Adjusted figure due to boundary change.,2617,
Blanshard (Man.),RM,686,,655,,240,
Blind Creek 6 (B.C.),R,23,,21,,10,
Blind River (Ont.),T,3969,,4374,Adjusted figure due to boundary change.,2335,
Blissfield (N.B.),PAR,636,,674,,271,
Blissville (N.B.),PAR,983,,935,,394,
Blood 148 (Alta.),R,3852,,4326,,1240,
Blood 148A (Alta.),R,5,,0,,11,
Bloodvein 12 (Man.),R,637,,451,,155,
Blucher No. 343 (Sask.),RM,1476,,1155,,567,
Blue Mountains (Ont.),T,6116,,5667,Adjusted figure due to boundary change.,5374,
Blue Sea (Que.),M,570,,595,,551,
Blueberry River 205 (B.C.),R,136,,205,,34,
Bluewater (Ont.),T,6919,,6874,Adjusted figure due to boundary change.,4050,
Boileau (Que.),M,220,,204,Adjusted figure due to boundary change.,391,
Boisbriand (Que.),V,26729,,25227,,9495,
Boischatel (Que.),M,4303,,4152,,1622,
Bois-des-Filion (Que.),V,7712,,7124,,2891,
Bois-Franc (Que.),M,422,,425,,177,
Boissevain (Man.),T,1495,,1544,,668,
Bolton-Est (Que.),M,697,,651,,624,
Bolton-Ouest (Que.),M,681,,575,,469,
Bon Accord (Alta.),T,1532,,1493,,513,
Bonaparte 3 (B.C.),R,129,,122,,49,
Bonaventure (Que.),V,2756,,2884,,1195,
Bonavista (Nfld.Lab.),T,4021,,4526,,1638,
Bondiss (Alta.),SV,104,,86,,139,
Bone Creek No. 108 (Sask.),RM,377,,458,,137,
Bonfield (Ont.),TP,2064,,1765,,963,
Bonnechere Valley (Ont.),TP,3591,,3622,Adjusted figure due to boundary change.,2250,
Bonne-Espérance (Que.),M,852,,906,,309,
Bonnyville (Alta.),T,5709,,5100,,2203,
Bonnyville Beach (Alta.),SV,74,,64,,64,
Bonnyville No. 87 (Alta.),MD,9473,,8977,Adjusted figure due to boundary change.,3781,
Bonsecours (Que.),M,537,,503,,265,
Boothroyd 5A (B.C.),R,0,,0,,0,
Boothroyd 8A (B.C.),R,0,,0,,0,
Borden (Sask.),VL,225,,217,,108,
Borden-Carleton (P.E.I.),COM,798,,829,,371,
Boston Bar 1A (B.C.),R,5,,0,,2,
Botha (Alta.),VL,186,,194,,70,
Botsford (N.B.),PAR,1216,,1297,,1014,
Botwood (Nfld.Lab.),T,3221,,3613,,1335,
Boucherville (Que.),V,36253,,34989,,13774,
Bouchette (Que.),M,701,,722,,437,
Bouctouche (N.B.),T,2426,,2459,,968,
Bow Island (Alta.),T,1704,,1688,,617,
Bowden (Alta.),T,1174,,1014,,507,
Bowen Island (B.C.),IM,2957,,2738,Adjusted figure due to boundary change.,1490,
Bowman (Que.),M,563,,516,,512,
Bowsman (Man.),VL,320,,358,,179,
Boyer 164 (Alta.),R,172,,118,,57,
Boyle (Alta.),VL,836,,802,,376,
Brabant Lake (Sask.),S-E,66,,86,,22,
Bracebridge (Ont.),T,13751,,13223,,7416,
Bracken (Sask.),VL,35,,56,,19,
Brackley (P.E.I.),COM,358,,367,,122,
Bradford West Gwillimbury (Ont.),T,22228,,20213,,7248,
Bradwell (Sask.),VL,156,,145,,67,
Brampton (Ont.),C,325428,,268251,,98753,
Branch (Nfld.Lab.),T,318,,351,,152,
Brandon (Man.),C,39716,,39175,,17509,
Brant (Ont.),C,31669,,29800,Adjusted figure due to boundary change.,11327,
Brantford (Ont.),C,86417,,84764,,34881,
Bratt's Lake No. 129 (Sask.),RM,374,,371,,157,
Brazeau No. 77 (Alta.),MD,6895,,6589,,2596,
Breadalbane (P.E.I.),COM,170,,171,,69,
Brébeuf (Que.),P,800,,695,,475,
Bredenbury (Sask.),T,354,,368,,163,
Brenda (Man.),RM,616,,726,,261,
Brent's Cove (Nfld.Lab.),T,258,,283,,90,
Brethour (Ont.),TP,157,,181,,60,
Breton (Alta.),VL,573,,521,,241,
Bridge River 1 (B.C.),R,214,,131,,69,
Bridgetown (N.S.),T,1035,,994,,503,
Bridgewater (N.S.),T,7621,,7351,,3465,
Briercrest (Sask.),VL,113,,125,,53,
Brigham (Que.),M,2250,,2290,,962,
Bright (N.B.),PAR,2958,,2964,,1195,
Brighton (Nfld.Lab.),T,233,,272,,90,
Brighton (N.B.),PAR,1891,,1918,,754,
Brighton (Ont.),T,9449,,9022,Adjusted figure due to boundary change.,3883,
Brigus (Nfld.Lab.),T,784,,902,,396,
Bristol (N.B.),VL,719,,707,,304,
Bristol (Que.),CT,993,,1129,,999,
Britannia No. 502 (Sask.),RM,1382,,1358,,590,
Broadview (Sask.),T,669,,751,,358,
Brochet 197 (Man.),R,287,,242,,66,
Brock (Ont.),TP,12110,,11705,,4866,
Brock (Sask.),VL,130,,142,,73,
Brock No. 64 (Sask.),RM,383,,356,,141,
Brockton (Ont.),TP,9658,,10163,Adjusted figure due to boundary change.,3987,
Brockville (Ont.),C,21375,,21752,,10130,
Broderick (Sask.),VL,83,,86,,37,
Brokenhead (Man.),RM,3527,,3495,,1537,
Brokenhead 4 (Man.),R,372,,332,,151,
